USAF,WBAN,STATION NAME,CTRY,STATE,LAT,LON,Geocoded_City,Geocoded_County
722595,13911,FORT WORTH NAVAL AIR STATION JRB/CARSWELL FIELD,US,TX,32.767,-97.45,Fort Worth,Tarrant County
722596,13961,FORT WORTH MEACHAM,US,TX,32.819,-97.361,Fort Worth,Tarrant County
722597,93985,MINERAL WELLS AIRPORT,US,TX,32.782,-98.06,Mineral Wells,Parker County
722598,3970,ADDISON AIRPORT,US,TX,32.969,-96.836,Addison,Dallas County
722598,99999,ADDISON,US,TX,32.967,-96.833,Addison,Dallas County
722599,3971,DALLAS EXECUTIVE AIRPORT,US,TX,32.678,-96.868,Dallas,Dallas County
722599,99999,DALLAS EXECUTIVE,US,TX,32.683,-96.867,Dallas,Dallas County
722600,3969,CLARK FIELD MUNI AIRPORT,US,TX,32.215,-98.178,Stephenville,Erath County
722600,99999,STEPHENVILLE/CLARK,US,TX,32.217,-98.183,Stephenville,Erath County
722610,22004,DEL RIO INTL,US,TX,29.367,-100.917,Del Rio,Val Verde County
722610,22010,DEL RIO INTERNATIONAL AIRPORT,US,TX,29.378,-100.927,Del Rio,Val Verde County
722615,22001,LAUGHLIN AFB AIRPORT,US,TX,29.367,-100.783,,Val Verde County
722615,99999,LAUGHLIN AFB,US,TX,29.367,-100.783,,Val Verde County
722616,3032,TERRELL COUNTY AIRPORT,US,TX,30.048,-102.213,,Terrell County
722616,99999,TERRELL CO,US,TX,30.046,-102.213,,Terrell County
722618,23091,FORT STOCKTON-PECOS CO APT,US,TX,30.912,-102.917,,Pecos County
722618,99999,FORT STOCKTON PECOS,US,TX,30.917,-102.917,,Pecos County
722620,23055,GUADALUPE PASS AMOS,US,TX,31.833,-104.809,,Culberson County
722626,93035,MARFA AP,US,TX,30.371,-104.017,,Presidio County
722626,99999,MARFA AP,US,TX,30.371,-104.017,,Presidio County
722630,23034,SAN ANGELO REGIONAL/MATHS FIELD AP,US,TX,31.352,-100.495,San Angelo,Tom Green County
722635,13973,JUNCTION,US,TX,30.511,-99.766,,Kimble County
722636,93042,DALHART MUNICIPAL,US,TX,36.017,-102.55,,Hartley County
722637,93046,HEMPHILL COUNTY AIRPORT,US,TX,35.9,-100.4,,Hemphill County
722637,99999,HEMPHILL CO,US,TX,35.9,-100.4,,Hemphill County
722640,93035,MARFA MUNICIPAL AIRPORT,US,TX,30.371,-104.017,,Presidio County
722640,99999,MARFA MUNICIPAL,US,TX,30.367,-104.017,,Presidio County
722648,3031,ODESSA-SCHLEMEYER FLD ARPT,US,TX,31.925,-102.387,,Ector County
722648,99999,ODESSA SCHLEMEYER FL,US,TX,31.917,-102.383,,Ector County
722650,23023,MIDLAND INTERNATIONAL AIRPORT,US,TX,31.948,-102.209,Midland,Midland County
722654,23091,FT STOCKTON\PECOS,US,TX,30.912,-102.917,,Pecos County
722654,99999,FT STOCKTON\PECOS,US,TX,30.917,-102.917,,Pecos County
722655,23005,WEBB AFB,US,TX,32.217,-101.517,Big Spring,Howard County
722656,23040,WINKLER COUNTY AIRPORT,US,TX,31.78,-103.202,,Winkler County
722657,23041,BIG SPRING,US,TX,32.233,-101.5,Big Spring,Howard County
722658,99999,SANDERSON (RAMOS),US,TX,30.167,-102.417,,Terrell County
722660,13962,ABILENE REGIONAL AIRPORT,US,TX,32.411,-99.682,Abilene,Taylor County
722665,13910,ABILENE DYESS AFB,US,TX,32.433,-99.85,Abilene,Taylor County
722666,93943,BROWNWOOD REGIONAL AIRPORT,US,TX,31.8,-98.95,Brownwood,Brown County
722666,99999,BROWNWOOD MUNICIPAL,US,TX,31.8,-98.95,Brownwood,Brown County
722670,23042,LUBBOCK INTERNATIONAL AIRPORT,US,TX,33.666,-101.823,Lubbock,Lubbock County
722673,99999,SHERMAN-DENISON,US,TX,33.72,-96.67,,Grayson County
722675,23021,REESE AFB/LUBBOCK,US,TX,33.6,-102.05,,Lubbock County
722700,23044,EL PASO INTERNATIONAL AIRPORT,US,TX,31.812,-106.377,El Paso,El Paso County
722704,99999,BIGGS AAF / FT BLISS TEXAS USA,US,TX,31.85,-106.38,,El Paso County
722707,23055,GUADALUPE PASS,US,TX,31.831,-104.809,,Culberson County
723348,99999,ABILENE(NEXRAD),US,TX,32.533,-99.25,,Shackelford County
723510,13966,SHEPPARD AFB/WICHITA FALLS MUNI AP,US,TX,33.979,-98.493,,Wichita County
723513,99999,SHEPPARD AFB,US,TX,33.967,-98.483,,Wichita County
723601,23007,CHILDRESS MUNICIPAL AP,US,TX,34.427,-100.283,Childress,Childress County
723604,23007,CHILDRESS MUNICIPAL,US,TX,34.427,-100.283,Childress,Childress County
723628,93942,CURTIS FIELD AIRPORT,US,TX,31.178,-99.324,Brady,McCulloch County
723628,99999,BRADY/CURTIS FIELD,US,TX,31.183,-99.317,Brady,McCulloch County
723629,53998,ORANGE COUNTY AIRPORT,US,TX,30.069,-93.804,,Orange County
723629,99999,ORANGE CO,US,TX,30.069,-93.801,,Orange County
723630,23047,AMARILLO RICK HUSBAND INTL AIRPORT,US,TX,35.22,-101.717,Amarillo,Potter County
723635,3024,HUTCHINSON COUNTY AIRPORT,US,TX,35.695,-101.396,,Hutchinson County
723635,99999,HUTCHINSON CO,US,TX,35.7,-101.4,,Hutchinson County
723660,23007,CHILDRESS MUNICIPAL ARPT,US,TX,34.427,-100.284,Childress,Childress County
723761,23901,CALDWELL MUNICIPAL AIRPORT,US,TX,30.516,-96.704,Caldwell,Burleson County
723761,99999,CALDWELL MUNI,US,TX,30.517,-96.7,Caldwell,Burleson County
724462,3073,CROCKETT HOUSTON COUNTY AP,US,TX,31.307,-95.404,,Houston County
724462,99999,HOUSTON CO,US,TX,31.307,-95.404,,Houston County
725021,99999,CLEVELAND MUNI,US,TX,30.356,-95.008,Cleveland,Liberty County
727511,99999,WALDRON FLD NOLF,US,TX,27.635,-97.312,Corpus Christi,Nueces County
747335,3059,SONORA MUNICIPAL AIRPORT,US,TX,30.586,-100.649,Sonora,Sutton County
747335,99999,SONORA MUNI,US,TX,30.583,-100.65,Sonora,Sutton County
747350,99999,JAYTON  TX.,US,TX,33.017,-100.983,,Kent County
747355,53997,COMANCHE COUNTY-CITY AIRPORT,US,TX,31.917,-98.6,Comanche,Comanche County
747355,99999,COMANCHE CO CITY,US,TX,31.917,-98.6,Comanche,Comanche County
747360,93042,MUNICIPAL AIRPORT,US,TX,36.025,-102.549,,Hartley County
747390,13961,FT WORTH MEACHAM INTL ARPT,US,TX,32.825,-97.364,Fort Worth,Tarrant County
747400,13973,KIMBLE COUNTY AIRPORT,US,TX,30.51,-99.766,,Kimble County
747460,3904,EASTERWOOD FIELD AIRPORT,US,TX,30.591,-96.363,College Station,Brazos County
749016,99999,LOMETTA AIRSTRIP,US,TX,31.25,-98.5,,Lampasas County
749017,99999,LONGHORN AUX STRIP,US,TX,31.367,-97.717,,Coryell County
749018,99999,JOHNSON CITY,US,TX,30.25,-98.617,,Gillespie County
749019,99999,DEMPSEY ARMY HELI,US,TX,32.8,-98.267,,Palo Pinto County
749055,99999,MOORE FIELD,US,TX,26.4,-98.35,,Hidalgo County
749056,99999,SAN MARCOS TX/EDWARD GARY AFB,US,TX,29.883,-97.866,,Caldwell County
749057,99999,ALOE AAF,US,TX,28.767,-97.117,,Victoria County
749058,99999,BROOKS AFB,US,TX,29.35,-98.45,San Antonio,Bexar County
749091,99999,VARISCO AIRFIELD,US,TX,30.667,-96.55,,Brazos County
749155,99999,RADAR BASE,US,TX,28.867,-100.517,,Maverick County
749159,99999,PAMPA AAF,US,TX,35.533,-100.75,,Gray County
749160,99999,PECOS TEXAS AAF,US,TX,31.4,-103.516,Town of Pecos,Reeves County
749161,99999,PYOTE AFB,US,TX,31.517,-103.133,,Ward County
749162,99999,SWEETWATER TX/AVENGER FLD,US,TX,32.466,-100.466,,Nolan County
749488,99999,PALESTINE TEXAS WBO,US,TX,31.75,-95.666,Palestine,Anderson County
994037,99999,PHILLIPS OILPLATFOR,US,TX,26.95,-94.683,,
994510,99999,SABINE,US,TX,29.667,-94.05,,Jefferson County
994710,99999,068: BAFFIN BAY; POINT OF ROCKS  TX,US,TX,27.3,-97.42,,Kleberg County
994730,99999,GALVESTON PLEASURE PIER; GULF OF ME,US,TX,29.29,-94.79,Galveston,Galveston County
994790,99999,MATAGORDA BAY; PORT O'CONNOR,US,TX,28.45,-96.4,,Calhoun County
994800,99999,RINCON DEL SAN JOSE; POTRERO LOPENO,US,TX,26.8,-97.47,,Kenedy County
997361,99999,EAGLE POINT,US,TX,29.48,-94.92,,Galveston County
997362,99999,FREEPORT,US,TX,28.95,-95.3,Surfside Beach,Brazoria County
997363,99999,GALVESTON PLEASURE,US,TX,29.28,-94.78,Galveston,Galveston County
997364,99999,GALVESTON PIER 21,US,TX,29.3,-94.78,Galveston,Galveston County
997366,99999,MALAQUITE BEACH,US,TX,27.58,-97.22,Corpus Christi,Nueces County
997368,99999,SABINE PASS NORTH,US,TX,29.73,-93.87,Port Arthur,Jefferson County
997370,99999,MORGANS POINT,US,TX,29.68,-94.98,,Harris County
997729,99999,GALVESTON BAY N JETY,US,TX,29.35,-94.72,Galveston,Galveston County
998165,99999,MISSION ARANASAS RESERVE,US,TX,28.133,-97.033,,Aransas County
998174,99999,PORT INGLESIDE,US,TX,27.817,-97.2,Corpus Christi,Nueces County
998181,99999,CLEAR LAKE,US,TX,29.55,-95.067,League City,Galveston County
998182,99999,ROLLOVER PASS,US,TX,29.517,-94.5,,Galveston County
998184,99999,PORT ARANSAS,US,TX,27.833,-97.067,Port Aransas,Nueces County
998185,99999,SEADRIFT,US,TX,28.4,-96.717,,Calhoun County
998189,99999,USGC FREEPORT,US,TX,28.933,-95.3,Quintana,Brazoria County
998225,99999,PORT ARTHUR,US,TX,29.867,-93.933,Port Arthur,Jefferson County
998226,99999,ROCKPORT,US,TX,28.017,-97.05,Rockport,Aransas County
998236,99999,PACKERY CHANNEL,US,TX,27.633,-97.233,Corpus Christi,Nueces County
998481,99999,MANCHESTER,US,TX,29.726,-95.266,Houston,Harris County
998482,99999,TEXAS STATE AQUARIUM,US,TX,27.812,-97.39,Corpus Christi,Nueces County
998483,99999,S PADRE ISLAND CGS,US,TX,26.077,-97.177,,Cameron County
998484,99999,COPANO BAY,US,TX,28.118,-97.022,,Aransas County
998487,99999,PORT LAVACA,US,TX,28.64,-96.595,,Calhoun County
998490,99999,TEXAS POINT,US,TX,29.689,-93.842,Port Arthur,Jefferson County
999999,262,MUSTANG ISLAND A85A,US,TX,27.733,-96.183,,
999999,447,ATHENS MUNICIPAL AIRPORT,US,TX,32.164,-95.828,Athens,Henderson County
999999,477,ROGER M DREYER MEMORIAL AIRPORT,US,TX,29.529,-97.464,Gonzales,Gonzales County
999999,3047,MONAHANS 6 ENE,US,TX,31.622,-102.807,,Ward County
999999,3054,MULESHOE 19 S,US,TX,33.956,-102.774,,Bailey County
999999,3072,BRONTE 11 NNE,US,TX,32.041,-100.25,,Coke County
999999,3901,LONGVIEW GREGG COUNTY AP,US,TX,32.385,-94.712,,Gregg County
999999,3904,COLLEGE STATION EASTERWOOD FL,US,TX,30.589,-96.365,College Station,Brazos County
999999,3927,DALLAS-FORT WORTH INTL AP,US,TX,32.898,-97.019,Irving,Dallas County
999999,3943,MINERAL WELLS FT WOLTERS AF,US,TX,32.85,-98.05,,Parker County
999999,3944,PALO PINTO DEMPSEY AF,US,TX,32.783,-98.267,,Palo Pinto County
999999,3969,STEPHENVILLE CLARK FIELD,US,TX,32.215,-98.178,Stephenville,Erath County
999999,12907,LAREDO AFB,US,TX,27.533,-99.467,Laredo,Webb County
999999,12910,SAN MARCOS GARY AFB,US,TX,29.883,-97.867,,Caldwell County
999999,12911,RANDOLPH AFB,US,TX,29.533,-98.262,,Bexar County
999999,12917,PORT ARTHUR JEFFERSON COUNTY,US,TX,29.951,-94.021,,Jefferson County
999999,12918,HOUSTON WILLIAM P HOBBY AP,US,TX,29.638,-95.282,Houston,Harris County
999999,12922,VICTORIA,US,TX,28.783,-97.083,,Victoria County
999999,12925,BEEVILLE CHASE NAAS,US,TX,28.367,-97.667,,Bee County
999999,12926,CORPUS CHRISTI NAS,US,TX,27.683,-97.283,Corpus Christi,Nueces County
999999,12928,KINGSVILLE,US,TX,27.5,-97.817,,Kleberg County
999999,12931,SAN ANTONIO BROOKS AFB,US,TX,29.35,-98.45,San Antonio,Bexar County
999999,12935,PALACIOS MUNICIPAL AP,US,TX,28.725,-96.254,Palacios,Matagorda County
999999,12945,DOWNTOWN,US,TX,29.767,-95.367,Houston,Harris County
999999,12946,CORPUS CHRISTI CABANISS NAAS,US,TX,27.7,-97.433,Corpus Christi,Nueces County
999999,12947,COTULLA FAA AP,US,TX,28.457,-99.218,,La Salle County
999999,12956,MATAGORDA ISLAND AF,US,TX,28.333,-96.45,,Calhoun County
999999,12957,PORT ISABEL CAMERON COUNTY AP,US,TX,26.166,-97.346,,Cameron County
999999,12960,HOUSTON INTERCONTINENTAL AP,US,TX,29.98,-95.36,Houston,Harris County
999999,12973,OUTLYING LANDING FIELD,US,TX,27.631,-97.31,Corpus Christi,Nueces County
999999,12987,EDINBURG 17 NNE,US,TX,26.526,-98.063,,Hidalgo County
999999,13904,AUSTIN-BERGSTROM INTL AIRPORT,US,TX,30.183,-97.68,Austin,Travis County
999999,13905,BRYAN AFB,US,TX,30.667,-96.55,,Brazos County
999999,13907,DALLAS HENSLEY FIELD AFB,US,TX,32.75,-96.967,Grand Prairie,Dallas County
999999,13910,ABILENE DYESS AAF,US,TX,32.433,-99.85,Abilene,Taylor County
999999,13928,WACO JAMES CONNALLY AFB,US,TX,31.633,-97.067,Waco,McLennan County
999999,13958,AUSTIN MUELLER MUNICIPAL AP,US,TX,30.321,-97.76,Austin,Travis County
999999,13959,WACO RICH FIELD,US,TX,31.619,-97.228,Waco,McLennan County
999999,13966,WICHITA FALLS MUNICIPAL ARPT,US,TX,33.979,-98.493,,Wichita County
999999,13972,TYLER POUNDS FIELD,US,TX,32.354,-95.403,Tyler,Smith County
999999,13973,JUNCTION,US,TX,30.511,-99.766,,Kimble County
999999,22001,DEL RIO LAUGHLIN AAF,US,TX,29.367,-100.783,,Val Verde County
999999,22016,PANTHER JUNCTION 2 N,US,TX,29.348,-103.209,,Brewster County
999999,23017,SAN ANGELO GOODFELLOW AFB,US,TX,31.4,-100.4,,Tom Green County
999999,23019,BIGGS AFB,US,TX,31.833,-106.4,,El Paso County
999999,23042,LUBBOCK WEST TEXAS AIR TERMINA,US,TX,33.666,-101.823,Lubbock,Lubbock County
999999,23044,EL PASO MUNICIPAL ARPT,US,TX,31.811,-106.376,El Paso,El Paso County
999999,23053,PAMPA,US,TX,35.533,-100.967,Pampa,Gray County
999999,23055,GUADALUPE PASS,US,TX,31.831,-104.809,,Culberson County
999999,23059,SALT FLAT,US,TX,31.75,-105.083,,Hudspeth County
999999,23072,CLARENDON MUNICIPAL AP,US,TX,34.95,-100.933,,Donley County
999999,23906,PORT ARANSAS 32 NNE,US,TX,28.305,-96.823,,Aransas County
999999,23907,AUSTIN 33 NW,US,TX,30.622,-98.085,,Burnet County
999999,53968,PALESTINE 6 WNW,US,TX,31.78,-95.723,,Anderson County
999999,93035,MARFA,US,TX,30.371,-104.017,,Presidio County
999999,93042,DALHART MUNICIPAL AP,US,TX,36.017,-102.55,,Hartley County
999999,93901,DALLAS HENSLEY FIELD NAS,US,TX,32.733,-96.967,Dallas,Dallas County
999999,93903,FORT WORTH EAGLE MT LK MCAS,US,TX,32.983,-97.483,,Tarrant County
999999,93904,FORT WORTH MEACHAM,US,TX,32.819,-97.361,Fort Worth,Tarrant County
999999,93947,GILLESPIE COUNTY AIRPORT,US,TX,30.243,-98.91,Fredericksburg,Gillespie County
999999,93983,PALESTINE,US,TX,31.78,-95.706,Palestine,Anderson County
999999,93987,LUFKIN ANGELINA CO,US,TX,31.236,-94.754,,Angelina County
A00002,53928,BRENHAM MUNICIPAL AIRPORT,US,TX,30.219,-96.374,,Washington County
A00008,12978,FAYETTE RGNL AIR CNTR ARP,US,TX,29.908,-96.95,,Fayette County
A00019,53969,WILBARGER COUNTY AIRPORT,US,TX,34.226,-99.284,,Wilbarger County
A05735,209,BOWIE MUNICIPAL AIRPORT,US,TX,33.6,-97.783,,Montague County
